event_id,store_id,campaign_id,product_code,base_price,promo_type,quantity_sold(before_promo),quantity_sold(after_promo),,,,,,
2384f8,STMYS-0,CAMP_DIW_01,P09,110,50% OFF,70,87,,55,3850,9570,,
14f79d,STVSK-1,CAMP_DIW_01,P04,290,25% OFF,252,196,,217.5,54810,56840,,
89bbca,STCBE-4,CAMP_DIW_01,P13,350,BOGOF,42,128,,175,7350,44800,,
61f82c,STBLR-5,CAMP_DIW_01,P11,190,50% OFF,63,81,,95,5985,15390,,
bcad3c,STMDU-0,CAMP_DIW_01,P01,172,33% OFF,201,305,,115.24,23163.24,52460,,
2749b0,STCHE-5,CAMP_SAN_01,P11,190,50% OFF,34,39,,95,3230,7410,,
9ce293,STMDU-1,CAMP_SAN_01,P03,200,BOGOF,255,1009,,100,25500,201800,,
93dff2,STBLR-3,CAMP_DIW_01,P03,156,25% OFF,390,308,,117,45630,48048,,
339bf7,STCHE-5,CAMP_DIW_01,P05,55,25% OFF,127,109,,41.25,5238.75,5995,,
5c8834,STBLR-2,CAMP_SAN_01,P05,55,25% OFF,24,19,,41.25,990,1045,,
4162d7,STHYD-2,CAMP_DIW_01,P05,55,25% OFF,110,86,,41.25,4537.5,4730,,
60170c,STHYD-4,CAMP_DIW_01,P08,1190,BOGOF,63,208,,595,37485,247520,,
4fbcf6,STHYD-1,CAMP_SAN_01,P06,415,25% OFF,27,22,,311.25,8403.75,9130,,
1f1b71,STMDU-3,CAMP_SAN_01,P01,172,33% OFF,214,267,,115.24,24661.36,45924,,
96a556,STBLR-1,CAMP_DIW_01,P02,860,33% OFF,358,537,,576.2,206279.6,461820,,
6846a8,STVSK-0,CAMP_DIW_01,P04,290,25% OFF,201,174,,217.5,43717.5,50460,,
0a453f,STMYS-0,CAMP_DIW_01,P03,156,25% OFF,301,264,,117,35217,41184,,
fcee36,STMYS-0,CAMP_SAN_01,P12,62,50% OFF,66,92,,31,2046,5704,,
58ce38,STBLR-3,CAMP_SAN_01,P13,350,BOGOF,118,455,,175,20650,159250,,
4a5884,STHYD-0,CAMP_SAN_01,P12,62,50% OFF,57,90,,31,1767,5580,,
e7769b,STHYD-5,CAMP_DIW_01,P15,3000,500 Cashback,357,1046,,2500,892500,3138000,,
27c86c,STBLR-2,CAMP_DIW_01,P06,415,25% OFF,92,81,,311.25,28635,33615,,
f35446,STTRV-0,CAMP_DIW_01,P09,110,50% OFF,33,43,,55,1815,4730,,
4a42f9,STBLR-7,CAMP_DIW_01,P08,1190,BOGOF,49,186,,595,29155,221340,,
9413a7,STHYD-3,CAMP_DIW_01,P11,190,50% OFF,80,124,,95,7600,23560,,
b97dfe,STBLR-2,CAMP_DIW_01,P07,300,BOGOF,56,196,,150,8400,58800,,
950a84,STBLR-9,CAMP_SAN_01,P11,190,50% OFF,52,73,,95,4940,13870,,
686a37,STBLR-0,CAMP_SAN_01,P14,1020,BOGOF,85,350,,510,43350,357000,,
f0500d,STCHE-6,CAMP_DIW_01,P09,110,50% OFF,66,82,,55,3630,9020,,
c16abb,STCHE-7,CAMP_SAN_01,P08,1190,BOGOF,42,186,,595,24990,221340,,
581ca5,STMDU-0,CAMP_SAN_01,P13,350,BOGOF,90,371,,175,15750,129850,,
36968d,STMDU-1,CAMP_SAN_01,P02,860,33% OFF,289,404,,576.2,166521.8,347440,,
f8a417,STCBE-4,CAMP_SAN_01,P12,62,50% OFF,37,53,,31,1147,3286,,
400cab,STCHE-4,CAMP_SAN_01,P02,860,33% OFF,642,918,,576.2,369920.4,789480,,
ef7122,STMLR-1,CAMP_DIW_01,P15,3000,500 Cashback,211,614,,2500,527500,1842000,,
66b476,STBLR-6,CAMP_DIW_01,P10,65,50% OFF,103,160,,32.5,3347.5,10400,,
5bbf38,STBLR-0,CAMP_DIW_01,P09,110,50% OFF,78,104,,55,4290,11440,,
e67501,STVSK-4,CAMP_SAN_01,P13,350,BOGOF,85,215,,175,14875,75250,,
3.14E+36,STCBE-4,CAMP_DIW_01,P04,290,25% OFF,252,226,,217.5,54810,65540,,
98d4e3,STMLR-2,CAMP_SAN_01,P13,350,BOGOF,70,281,,175,12250,98350,,
60229b,STCBE-3,CAMP_DIW_01,P01,172,33% OFF,241,404,,115.24,27772.84,69488,,
35a25f,STBLR-9,CAMP_DIW_01,P11,190,50% OFF,75,98,,95,7125,18620,,
4cf56a,STBLR-9,CAMP_DIW_01,P04,290,25% OFF,311,304,,217.5,67642.5,88160,,
4d3722,STMLR-0,CAMP_DIW_01,P04,290,25% OFF,175,150,,217.5,38062.5,43500,,
5e59a1,STTRV-0,CAMP_SAN_01,P05,55,25% OFF,12,11,,41.25,495,605,,
0f8686,STVSK-0,CAMP_SAN_01,P07,300,BOGOF,24,92,,150,3600,27600,,
c092d4,STBLR-4,CAMP_DIW_01,P07,300,BOGOF,70,243,,150,10500,72900,,
24541f,STBLR-1,CAMP_SAN_01,P13,350,BOGOF,111,290,,175,19425,101500,,
8.31E+08,STCBE-2,CAMP_DIW_01,P08,1190,BOGOF,33,129,,595,19635,153510,,
ebbe5d,STCHE-2,CAMP_SAN_01,P06,415,25% OFF,25,22,,311.25,7781.25,9130,,
2ae8b8,STCBE-2,CAMP_SAN_01,P10,50,25% OFF,22,18,,37.5,825,900,,
dafaa4,STVJD-1,CAMP_SAN_01,P05,55,25% OFF,13,9,,41.25,536.25,495,,
4f757f,STMYS-1,CAMP_SAN_01,P13,350,BOGOF,129,540,,175,22575,189000,,
0894b7,STCHE-3,CAMP_SAN_01,P08,1190,BOGOF,46,203,,595,27370,241570,,
a80b87,STVSK-0,CAMP_DIW_01,P11,190,50% OFF,49,76,,95,4655,14440,,
3f9b4d,STHYD-5,CAMP_SAN_01,P09,90,25% OFF,66,62,,67.5,4455,5580,,
6ed2f5,STBLR-4,CAMP_DIW_01,P13,350,BOGOF,84,285,,175,14700,99750,,
1.53E+07,STCHE-7,CAMP_SAN_01,P12,62,50% OFF,67,95,,31,2077,5890,,
855f49,STBLR-3,CAMP_SAN_01,P04,370,BOGOF,481,1890,,185,88985,699300,,
4a8c38,STCHE-0,CAMP_SAN_01,P04,370,BOGOF,469,1861,,185,86765,688570,,
1a1a02,STBLR-0,CAMP_SAN_01,P04,370,BOGOF,465,2064,,185,86025,763680,,
1a4a61,STCHE-1,CAMP_SAN_01,P06,415,25% OFF,36,29,,311.25,11205,12035,,
aeed36,STBLR-6,CAMP_SAN_01,P12,62,50% OFF,54,83,,31,1674,5146,,
e23132,STVJD-0,CAMP_DIW_01,P08,1190,BOGOF,26,86,,595,15470,102340,,
d76198,STCHE-4,CAMP_DIW_01,P08,1190,BOGOF,54,213,,595,32130,253470,,
0ae76a,STMLR-1,CAMP_SAN_01,P11,190,50% OFF,21,30,,95,1995,5700,,
ce39e4,STMLR-1,CAMP_DIW_01,P13,350,BOGOF,42,145,,175,7350,50750,,
8869,STCBE-4,CAMP_SAN_01,P13,350,BOGOF,75,200,,175,13125,70000,,
fcf54a,STCHE-7,CAMP_DIW_01,P04,290,25% OFF,348,334,,217.5,75690,96860,,
0b9826,STHYD-6,CAMP_DIW_01,P11,190,50% OFF,57,71,,95,5415,13490,,
fbab9b,STMYS-1,CAMP_DIW_01,P01,172,33% OFF,334,591,,115.24,38490.16,101652,,
e2c229,STTRV-1,CAMP_SAN_01,P15,3000,500 Cashback,54,125,,2500,135000,375000,,
2e48c4,STVSK-0,CAMP_DIW_01,P09,110,50% OFF,50,76,,55,2750,8360,,
171bbb,STTRV-0,CAMP_SAN_01,P15,3000,500 Cashback,79,171,,2500,197500,513000,,
ace471,STMDU-0,CAMP_SAN_01,P04,370,BOGOF,273,1201,,185,50505,444370,,
a26e60,STTRV-1,CAMP_DIW_01,P13,350,BOGOF,36,122,,175,6300,42700,,
cb43c4,STCHE-0,CAMP_SAN_01,P14,1020,BOGOF,106,424,,510,54060,432480,,
ba72b1,STMDU-1,CAMP_SAN_01,P05,55,25% OFF,15,12,,41.25,618.75,660,,
e89f85,STCBE-1,CAMP_SAN_01,P05,55,25% OFF,25,18,,41.25,1031.25,990,,
c95efb,STBLR-7,CAMP_DIW_01,P15,3000,500 Cashback,416,1389,,2500,1040000,4167000,,
dec49d,STMDU-2,CAMP_SAN_01,P05,55,25% OFF,21,17,,41.25,866.25,935,,
a5800c,STMYS-3,CAMP_SAN_01,P12,62,50% OFF,60,67,,31,1860,4154,,
5d5637,STCHE-0,CAMP_DIW_01,P09,110,50% OFF,94,119,,55,5170,13090,,
f9d2c6,STBLR-9,CAMP_SAN_01,P14,1020,BOGOF,111,429,,510,56610,437580,,
0ee55a,STHYD-5,CAMP_DIW_01,P06,415,25% OFF,82,80,,311.25,25522.5,33200,,
1192bc,STCBE-4,CAMP_DIW_01,P11,190,50% OFF,59,79,,95,5605,15010,,
be65d7,STTRV-0,CAMP_DIW_01,P12,62,50% OFF,54,68,,31,1674,4216,,
6bb477,STHYD-1,CAMP_DIW_01,P04,290,25% OFF,318,276,,217.5,69165,80040,,
a2d32f,STVSK-3,CAMP_SAN_01,P09,90,25% OFF,39,31,,67.5,2632.5,2790,,
5f29e7,STMLR-1,CAMP_DIW_01,P12,62,50% OFF,71,90,,31,2201,5580,,
802dfa,STBLR-3,CAMP_SAN_01,P07,300,BOGOF,54,217,,150,8100,65100,,
0b38d9,STMYS-3,CAMP_DIW_01,P08,1190,BOGOF,29,115,,595,17255,136850,,
f013a9,STMYS-2,CAMP_SAN_01,P14,1020,BOGOF,105,276,,510,53550,281520,,
ea916f,STTRV-0,CAMP_SAN_01,P10,50,25% OFF,18,16,,37.5,675,800,,
2.70E+61,STHYD-1,CAMP_DIW_01,P05,55,25% OFF,110,96,,41.25,4537.5,5280,,
bd3f78,STHYD-0,CAMP_DIW_01,P11,190,50% OFF,68,104,,95,6460,19760,,
feadc3,STCBE-0,CAMP_SAN_01,P05,55,25% OFF,21,19,,41.25,866.25,1045,,
f41256,STMLR-1,CAMP_SAN_01,P15,3000,500 Cashback,58,128,,2500,145000,384000,,
f25735,STBLR-3,CAMP_DIW_01,P09,110,50% OFF,66,85,,55,3630,9350,,
5729c0,STMYS-2,CAMP_SAN_01,P04,370,BOGOF,240,636,,185,44400,235320,,
cf4f71,STHYD-0,CAMP_SAN_01,P01,172,33% OFF,250,382,,115.24,28810,65704,,
60ba75,STVJD-0,CAMP_SAN_01,P13,350,BOGOF,60,234,,175,10500,81900,,
6bce12,STMYS-0,CAMP_SAN_01,P07,300,BOGOF,46,120,,150,6900,36000,,
25902,STMYS-2,CAMP_DIW_01,P11,190,50% OFF,70,93,,95,6650,17670,,
1dd472,STMLR-1,CAMP_SAN_01,P04,370,BOGOF,220,886,,185,40700,327820,,
f94f2f,STTRV-1,CAMP_DIW_01,P08,1190,BOGOF,28,92,,595,16660,109480,,
802b3c,STBLR-1,CAMP_DIW_01,P15,3000,500 Cashback,369,1007,,2500,922500,3021000,,
4aa7ef,STHYD-1,CAMP_DIW_01,P07,300,BOGOF,59,176,,150,8850,52800,,
4e0e90,STVSK-2,CAMP_DIW_01,P12,62,50% OFF,80,124,,31,2480,7688,,
9155d1,STTRV-1,CAMP_DIW_01,P11,190,50% OFF,33,43,,95,3135,8170,,
f1421a,STMDU-2,CAMP_SAN_01,P09,90,25% OFF,49,39,,67.5,3307.5,3510,,
fb29d7,STMYS-3,CAMP_SAN_01,P06,415,25% OFF,28,23,,311.25,8715,9545,,
18c9f4,STBLR-1,CAMP_DIW_01,P03,156,25% OFF,385,369,,117,45045,57564,,
2abe5e,STCHE-6,CAMP_SAN_01,P06,415,25% OFF,40,28,,311.25,12450,11620,,
4a77da,STMLR-0,CAMP_SAN_01,P02,860,33% OFF,243,332,,576.2,140016.6,285520,,
d46611,STMLR-2,CAMP_DIW_01,P05,55,25% OFF,47,40,,41.25,1938.75,2200,,
30b66a,STBLR-7,CAMP_DIW_01,P11,190,50% OFF,84,131,,95,7980,24890,,
e0a83a,STBLR-8,CAMP_DIW_01,P07,300,BOGOF,63,221,,150,9450,66300,,
e78335,STMDU-1,CAMP_DIW_01,P03,156,25% OFF,281,244,,117,32877,38064,,
a16acc,STBLR-4,CAMP_SAN_01,P11,190,50% OFF,43,59,,95,4085,11210,,
250dee,STCHE-0,CAMP_SAN_01,P01,172,33% OFF,237,341,,115.24,27311.88,58652,,
62769f,STMDU-3,CAMP_SAN_01,P05,55,25% OFF,16,12,,41.25,660,660,,
8d7458,STCBE-1,CAMP_DIW_01,P12,62,50% OFF,98,109,,31,3038,6758,,
6bf19b,STTRV-1,CAMP_DIW_01,P04,290,25% OFF,169,160,,217.5,36757.5,46400,,
10a8b7,STMYS-2,CAMP_SAN_01,P12,62,50% OFF,61,87,,31,1891,5394,,
bcffbb,STCBE-0,CAMP_DIW_01,P11,190,50% OFF,36,56,,95,3420,10640,,
bea96f,STVSK-2,CAMP_SAN_01,P14,1020,BOGOF,64,250,,510,32640,255000,,
ebd35e,STBLR-8,CAMP_DIW_01,P04,290,25% OFF,323,251,,217.5,70252.5,72790,,
b7f012,STMYS-2,CAMP_SAN_01,P15,3000,500 Cashback,118,208,,2500,295000,624000,,
b79118,STVSK-3,CAMP_DIW_01,P04,290,25% OFF,236,210,,217.5,51330,60900,,
657a95,STCHE-4,CAMP_DIW_01,P12,62,50% OFF,126,168,,31,3906,10416,,
f41ca1,STCBE-2,CAMP_DIW_01,P07,300,BOGOF,42,166,,150,6300,49800,,
4d8607,STCHE-0,CAMP_DIW_01,P03,156,25% OFF,323,293,,117,37791,45708,,
ffcda1,STVJD-0,CAMP_DIW_01,P11,190,50% OFF,42,55,,95,3990,10450,,
c6e3ae,STCHE-0,CAMP_SAN_01,P13,350,BOGOF,117,457,,175,20475,159950,,
a9d059,STCHE-7,CAMP_DIW_01,P14,1020,BOGOF,50,202,,510,25500,206040,,
f21f4c,STVSK-3,CAMP_DIW_01,P09,110,50% OFF,50,58,,55,2750,6380,,
de0a50,STCHE-7,CAMP_SAN_01,P05,55,25% OFF,28,26,,41.25,1155,1430,,
eae38f,STVJD-1,CAMP_SAN_01,P13,350,BOGOF,73,286,,175,12775,100100,,
1c7c7f,STBLR-8,CAMP_DIW_01,P14,1020,BOGOF,52,178,,510,26520,181560,,
7f6f08,STBLR-7,CAMP_SAN_01,P05,55,25% OFF,24,20,,41.25,990,1100,,
f63299,STVSK-0,CAMP_DIW_01,P02,860,33% OFF,301,526,,576.2,173436.2,452360,,
cfeac1,STHYD-6,CAMP_SAN_01,P14,1020,BOGOF,100,396,,510,51000,403920,,
15b3a7,STMYS-3,CAMP_DIW_01,P05,55,25% OFF,94,84,,41.25,3877.5,4620,,
8e6e77,STBLR-0,CAMP_SAN_01,P08,1190,BOGOF,37,156,,595,22015,185640,,
fc2f67,STBLR-5,CAMP_SAN_01,P06,415,25% OFF,34,27,,311.25,10582.5,11205,,
ac6273,STHYD-2,CAMP_DIW_01,P01,172,33% OFF,281,435,,115.24,32382.44,74820,,
e5804e,STHYD-0,CAMP_DIW_01,P01,172,33% OFF,316,521,,115.24,36415.84,89612,,
32b8a7,STBLR-2,CAMP_DIW_01,P03,156,25% OFF,378,343,,117,44226,53508,,
3f2255,STBLR-3,CAMP_DIW_01,P02,860,33% OFF,381,563,,576.2,219532.2,484180,,
75f9b8,STCHE-4,CAMP_SAN_01,P06,415,25% OFF,27,22,,311.25,8403.75,9130,,
df380c,STBLR-5,CAMP_SAN_01,P05,55,25% OFF,25,21,,41.25,1031.25,1155,,
3a1cad,STMDU-3,CAMP_DIW_01,P12,62,50% OFF,87,93,,31,2697,5766,,
d730ac,STCHE-0,CAMP_SAN_01,P06,415,25% OFF,31,26,,311.25,9648.75,10790,,
8aa62d,STCHE-2,CAMP_SAN_01,P12,62,50% OFF,67,74,,31,2077,4588,,
fd788c,STVSK-1,CAMP_DIW_01,P11,190,50% OFF,43,58,,95,4085,11020,,
fb9e95,STBLR-5,CAMP_DIW_01,P12,62,50% OFF,141,179,,31,4371,11098,,
cefb49,STMYS-3,CAMP_DIW_01,P02,860,33% OFF,322,386,,576.2,185536.4,331960,,
f0365e,STCHE-2,CAMP_DIW_01,P09,110,50% OFF,85,90,,55,4675,9900,,
1809f2,STVSK-4,CAMP_SAN_01,P06,415,25% OFF,22,15,,311.25,6847.5,6225,,
2e3594,STMDU-0,CAMP_DIW_01,P13,350,BOGOF,61,237,,175,10675,82950,,
e0ef00,STBLR-9,CAMP_SAN_01,P03,200,BOGOF,309,1226,,100,30900,245200,,
46917a,STVSK-3,CAMP_DIW_01,P12,62,50% OFF,105,115,,31,3255,7130,,
63a2d2,STCHE-3,CAMP_DIW_01,P08,1190,BOGOF,47,186,,595,27965,221340,,
6ae178,STCHE-7,CAMP_SAN_01,P10,50,25% OFF,30,28,,37.5,1125,1400,,
367e8d,STCBE-2,CAMP_SAN_01,P07,300,BOGOF,30,123,,150,4500,36900,,
0a3c5c,STMDU-1,CAMP_DIW_01,P13,350,BOGOF,47,163,,175,8225,57050,,
d1bfe5,STMDU-2,CAMP_DIW_01,P02,860,33% OFF,301,385,,576.2,173436.2,331100,,
9faad8,STHYD-0,CAMP_SAN_01,P09,90,25% OFF,54,44,,67.5,3645,3960,,
5947fb,STBLR-9,CAMP_SAN_01,P15,3000,500 Cashback,118,251,,2500,295000,753000,,
e7f270,STVSK-0,CAMP_SAN_01,P01,172,33% OFF,211,322,,115.24,24315.64,55384,,
06749d,STMDU-2,CAMP_DIW_01,P09,110,50% OFF,47,54,,55,2585,5940,,
eb4f04,STMLR-0,CAMP_SAN_01,P15,3000,500 Cashback,54,89,,2500,135000,267000,,
ff9fa7,STBLR-9,CAMP_SAN_01,P06,415,25% OFF,43,40,,311.25,13383.75,16600,,
669d35,STCHE-1,CAMP_DIW_01,P12,62,50% OFF,108,124,,31,3348,7688,,
546cc3,STHYD-3,CAMP_SAN_01,P01,172,33% OFF,312,483,,115.24,35954.88,83076,,
e7bb4f,STMDU-2,CAMP_DIW_01,P13,350,BOGOF,45,148,,175,7875,51800,,
c4006c,STCBE-3,CAMP_DIW_01,P15,3000,500 Cashback,243,724,,2500,607500,2172000,,
8e1636,STBLR-4,CAMP_SAN_01,P15,3000,500 Cashback,109,249,,2500,272500,747000,,
284539,STCHE-3,CAMP_SAN_01,P03,200,BOGOF,384,1678,,100,38400,335600,,
84aa9b,STCHE-0,CAMP_SAN_01,P02,860,33% OFF,424,580,,576.2,244308.8,498800,,
fe1a8b,STBLR-8,CAMP_SAN_01,P15,3000,500 Cashback,126,278,,2500,315000,834000,,
440bd9,STBLR-0,CAMP_SAN_01,P13,350,BOGOF,129,528,,175,22575,184800,,
63ef11,STCBE-4,CAMP_SAN_01,P09,90,25% OFF,46,38,,67.5,3105,3420,,
0312a8,STCHE-7,CAMP_DIW_01,P15,3000,500 Cashback,393,1375,,2500,982500,4125000,,
4b8e08,STHYD-1,CAMP_SAN_01,P11,190,50% OFF,37,41,,95,3515,7790,,
b94bda,STMYS-0,CAMP_DIW_01,P13,350,BOGOF,56,168,,175,9800,58800,,
0c0339,STHYD-2,CAMP_DIW_01,P07,300,BOGOF,64,211,,150,9600,63300,,
c5176d,STCBE-2,CAMP_SAN_01,P01,172,33% OFF,196,307,,115.24,22587.04,52804,,
b5b0f5,STCBE-0,CAMP_SAN_01,P02,860,33% OFF,399,586,,576.2,229903.8,503960,,
66f526,STVJD-0,CAMP_SAN_01,P10,50,25% OFF,18,16,,37.5,675,800,,
3153d6,STCBE-4,CAMP_SAN_01,P02,860,33% OFF,396,558,,576.2,228175.2,479880,,
a3caaa,STCHE-0,CAMP_DIW_01,P10,65,50% OFF,126,167,,32.5,4095,10855,,
2c7cc7,STBLR-1,CAMP_SAN_01,P10,50,25% OFF,28,24,,37.5,1050,1200,,
bed694,STTRV-1,CAMP_SAN_01,P10,50,25% OFF,15,14,,37.5,562.5,700,,
817b4f,STCHE-5,CAMP_DIW_01,P11,190,50% OFF,78,92,,95,7410,17480,,
d0daaa,STMDU-1,CAMP_SAN_01,P14,1020,BOGOF,63,244,,510,32130,248880,,
bb974d,STBLR-2,CAMP_SAN_01,P03,200,BOGOF,307,1200,,100,30700,240000,,
e025ee,STVSK-1,CAMP_SAN_01,P07,300,BOGOF,27,107,,150,4050,32100,,
0f5588,STMYS-3,CAMP_DIW_01,P03,156,25% OFF,378,332,,117,44226,51792,,
2e0950,STBLR-0,CAMP_DIW_01,P05,55,25% OFF,133,114,,41.25,5486.25,6270,,
62e500,STCHE-7,CAMP_DIW_01,P01,172,33% OFF,346,505,,115.24,39873.04,86860,,
37cb7c,STCHE-0,CAMP_DIW_01,P13,350,BOGOF,61,203,,175,10675,71050,,
543c36,STHYD-4,CAMP_SAN_01,P07,300,BOGOF,58,225,,150,8700,67500,,
d41d53,STCHE-5,CAMP_DIW_01,P01,172,33% OFF,334,424,,115.24,38490.16,72928,,
5f65df,STCHE-2,CAMP_SAN_01,P13,350,BOGOF,105,423,,175,18375,148050,,
9acfa3,STCHE-0,CAMP_DIW_01,P12,62,50% OFF,115,154,,31,3565,9548,,
f94d7b,STMDU-2,CAMP_SAN_01,P13,350,BOGOF,96,377,,175,16800,131950,,
75f30e,STCHE-2,CAMP_SAN_01,P15,3000,500 Cashback,117,251,,2500,292500,753000,,
b6b840,STCBE-1,CAMP_DIW_01,P02,860,33% OFF,244,312,,576.2,140592.8,268320,,
7b49ce,STVJD-1,CAMP_DIW_01,P15,3000,500 Cashback,224,685,,2500,560000,2055000,,
a107c4,STVJD-0,CAMP_SAN_01,P05,55,25% OFF,16,14,,41.25,660,770,,
4858ab,STBLR-7,CAMP_SAN_01,P14,1020,BOGOF,124,514,,510,63240,524280,,
00a7c3,STTRV-1,CAMP_SAN_01,P02,860,33% OFF,231,314,,576.2,133102.2,270040,,
fe68f2,STBLR-2,CAMP_SAN_01,P01,172,33% OFF,304,428,,115.24,35032.96,73616,,
c8e17c,STMLR-1,CAMP_DIW_01,P02,860,33% OFF,166,252,,576.2,95649.2,216720,,
8376c6,STHYD-5,CAMP_SAN_01,P01,172,33% OFF,336,467,,115.24,38720.64,80324,,
bf49bf,STCHE-4,CAMP_SAN_01,P14,1020,BOGOF,111,473,,510,56610,482460,,
aa54a7,STHYD-1,CAMP_DIW_01,P13,350,BOGOF,91,281,,175,15925,98350,,
4aa530,STMYS-0,CAMP_DIW_01,P02,860,33% OFF,465,674,,576.2,267933,579640,,
5a4d9d,STCHE-1,CAMP_SAN_01,P02,860,33% OFF,468,599,,576.2,269661.6,515140,,
ce68be,STCHE-3,CAMP_SAN_01,P01,172,33% OFF,310,421,,115.24,35724.4,72412,,
9acae6,STMYS-0,CAMP_DIW_01,P05,55,25% OFF,73,65,,41.25,3011.25,3575,,
2ba1ba,STCHE-7,CAMP_SAN_01,P13,350,BOGOF,106,454,,175,18550,158900,,
6909d3,STBLR-2,CAMP_DIW_01,P02,860,33% OFF,390,585,,576.2,224718,503100,,
d5769b,STCBE-2,CAMP_SAN_01,P09,90,25% OFF,42,34,,67.5,2835,3060,,
c0d022,STBLR-6,CAMP_SAN_01,P06,415,25% OFF,33,28,,311.25,10271.25,11620,,
5.80E+27,STMYS-2,CAMP_DIW_01,P07,300,BOGOF,73,215,,150,10950,64500,,
ebbbb9,STVSK-1,CAMP_SAN_01,P05,55,25% OFF,19,14,,41.25,783.75,770,,
14ff29,STBLR-3,CAMP_SAN_01,P11,190,50% OFF,43,62,,95,4085,11780,,
f39a0c,STHYD-3,CAMP_SAN_01,P09,90,25% OFF,49,37,,67.5,3307.5,3330,,
5bc324,STTRV-1,CAMP_DIW_01,P14,1020,BOGOF,19,66,,510,9690,67320,,
87564a,STCHE-6,CAMP_DIW_01,P04,290,25% OFF,346,269,,217.5,75255,78010,,
6ba4b5,STMDU-0,CAMP_SAN_01,P05,55,25% OFF,15,12,,41.25,618.75,660,,
7cf9ef,STMDU-3,CAMP_DIW_01,P11,190,50% OFF,66,71,,95,6270,13490,,
91649,STMDU-1,CAMP_SAN_01,P13,350,BOGOF,73,287,,175,12775,100450,,
bfc9da,STBLR-9,CAMP_SAN_01,P04,370,BOGOF,387,1509,,185,71595,558330,,
788131,STBLR-3,CAMP_DIW_01,P10,65,50% OFF,108,145,,32.5,3510,9425,,
9ebcf9,STVSK-4,CAMP_DIW_01,P10,65,50% OFF,80,109,,32.5,2600,7085,,
b60e6a,STBLR-6,CAMP_SAN_01,P09,90,25% OFF,63,51,,67.5,4252.5,4590,,
c3b511,STCBE-3,CAMP_SAN_01,P14,1020,BOGOF,75,297,,510,38250,302940,,
de6e7e,STVSK-1,CAMP_SAN_01,P15,3000,500 Cashback,88,186,,2500,220000,558000,,
8f80ed,STVSK-3,CAMP_DIW_01,P11,190,50% OFF,52,57,,95,4940,10830,,
a298bc,STVJD-1,CAMP_DIW_01,P07,300,BOGOF,33,109,,150,4950,32700,,
003c65,STBLR-9,CAMP_SAN_01,P13,350,BOGOF,114,457,,175,19950,159950,,
5f313a,STCHE-2,CAMP_DIW_01,P10,65,50% OFF,124,135,,32.5,4030,8775,,
4f1bb6,STMYS-0,CAMP_SAN_01,P11,190,50% OFF,46,63,,95,4370,11970,,
cd4c5a,STMLR-0,CAMP_SAN_01,P09,90,25% OFF,34,28,,67.5,2295,2520,,
6.59E+23,STVJD-0,CAMP_SAN_01,P01,172,33% OFF,186,252,,115.24,21434.64,43344,,
5abaf9,STCHE-3,CAMP_SAN_01,P07,300,BOGOF,37,155,,150,5550,46500,,
bb83e5,STMDU-2,CAMP_DIW_01,P08,1190,BOGOF,40,133,,595,23800,158270,,
531a22,STBLR-3,CAMP_DIW_01,P11,190,50% OFF,71,90,,95,6745,17100,,
fe1c63,STMYS-3,CAMP_DIW_01,P11,190,50% OFF,71,76,,95,6745,14440,,
6046fa,STBLR-4,CAMP_DIW_01,P12,62,50% OFF,141,180,,31,4371,11160,,
ef95a9,STBLR-3,CAMP_DIW_01,P13,350,BOGOF,87,298,,175,15225,104300,,
16fb87,STBLR-2,CAMP_SAN_01,P10,50,25% OFF,37,31,,37.5,1387.5,1550,,
be3489,STHYD-3,CAMP_DIW_01,P14,1020,BOGOF,38,119,,510,19380,121380,,
c4a484,STMYS-2,CAMP_DIW_01,P01,172,33% OFF,295,454,,115.24,33995.8,78088,,
fb70b4,STCHE-2,CAMP_DIW_01,P03,156,25% OFF,355,347,,117,41535,54132,,
1bfbb8,STCHE-7,CAMP_DIW_01,P12,62,50% OFF,171,222,,31,5301,13764,,
a6276f,STCHE-4,CAMP_DIW_01,P14,1020,BOGOF,56,224,,510,28560,228480,,
f95092,STVSK-1,CAMP_SAN_01,P13,350,BOGOF,124,500,,175,21700,175000,,
da99ec,STCHE-5,CAMP_DIW_01,P14,1020,BOGOF,54,184,,510,27540,187680,,
9c2c14,STVSK-0,CAMP_DIW_01,P14,1020,BOGOF,29,97,,510,14790,98940,,
11971a,STHYD-2,CAMP_SAN_01,P11,190,50% OFF,45,62,,95,4275,11780,,
3426bd,STCBE-0,CAMP_DIW_01,P10,65,50% OFF,80,124,,32.5,2600,8060,,
46021e,STCHE-1,CAMP_SAN_01,P07,300,BOGOF,31,79,,150,4650,23700,,
29687a,STVJD-0,CAMP_SAN_01,P02,860,33% OFF,298,420,,576.2,171707.6,361200,,
655aa2,STHYD-0,CAMP_DIW_01,P10,65,50% OFF,112,170,,32.5,3640,11050,,
49e9ea,STHYD-2,CAMP_SAN_01,P04,370,BOGOF,415,1672,,185,76775,618640,,
0beb9b,STVSK-2,CAMP_SAN_01,P12,62,50% OFF,28,43,,31,868,2666,,
29411f,STBLR-6,CAMP_SAN_01,P08,1190,BOGOF,69,303,,595,41055,360570,,
8ff2bb,STBLR-2,CAMP_SAN_01,P06,415,25% OFF,40,33,,311.25,12450,13695,,
918a17,STVSK-1,CAMP_DIW_01,P14,1020,BOGOF,26,91,,510,13260,92820,,
